index,category,reviews,price,location,country
454,adventure-sports,4,0,Pg de Sant Gervasi-Jesús i Maria,Argentina
455,cultural-sites,3,0,Ferran Puig-Jardins Turó del Putget,Argentina
456,lake,3,0,Centre Rocafort,Argentina
457,adventure-sports,4,0,Mandri-Maó,Argentina
458,hike,5,0,Joana Maestra Cutura,Argentina
459,river-side,2,0,Oscar Ballester Palacios,Argentina
460,cultural-sites,4.5,0,Clínica Pediátrica Dr. López Altamiza,Argentina
461,adventure-sports,4.5,0,Nueva Ortopedia Cr Sl,Argentina
462,hike,5,0,Pl dels Països Catalans-St Antoni,Argentina
463,national-parks,4.5,0,Beatriu Clapes,Argentina
464,beach,2,0,Psicóloga Sara Ibáñez,Argentina
465,beach,4.5,0,Consultorio Médico Fontpineda Scp,Argentina
466,mountain-climb,4,0,Gran Teatre del Liceu,Argentina
467,bike-rides,5,0,Parlament-Comte Borrell,Argentina
468,river-side,4.5,0,Església Evangèlica de Poblenou,Argentina
469,hill-station,3.5,0,Pl de Catalunya-Rambla Catalunya,Argentina
470,home-stay,2.5,0,Dermatologia,Argentina
471,trek,3,0,Pavelló Mies van der Rohe,Argentina
472,honeymoon-destination,4.5,0,Centro Medico Matterhorn,Argentina
473,hike,5,0,MUSCLELAION,Argentina
474,river-side,5,0,Pablo Umbert Millet,Argentina
475,remote-villages,4.5,0,Ctra del Carmel-Can Xirot,Argentina
476,hike,2,0,Anima Centre,Argentina
477,bike-rides,3.5,0,Jun Sik Han,Argentina
478,river-side,2.5,0,Clinica Dental German Pareja,Argentina
479,river-side,5,0,Stomatech S.L.P.,Argentina
480,adventure-sports,4,0,Farmacia Mugueta Jusue,Argentina
481,adventure-sports,4.5,0,Berenguer de Palou-Pare Manyanet,Argentina
482,lake,3,0,Clínica Dentisalut S.L.P.,Argentina
483,river-side,2.5,0,Marroc - Pere IV,Argentina
484,hill-station,2,0,Capella de Can Caralleu-Saüc,Argentina
485,lake,2,0,Farmacia Freias Vidal,Argentina
486,home-stay,5,0,Farmacia Valsecchi,Argentina
487,home-stay,2.5,0,Ciutat d'Asunción - Pg. de l'Havana,Argentina
488,beach,3,0,Parroquia Nuestra Sra del Pilar,Argentina
489,national-parks,4.5,0,Escola Pública Josep Maria Jujol,Argentina
490,lake,5,0,Farmacia Tous Gumi,Argentina
491,beach,4.5,0,Mare de Déu de Port-Pl Teresa Claramunt,Argentina
492,bike-rides,4.5,0,Macsony,Argentina
493,tour,4,0,Les Agudes 118-124,Argentina
494,tour,2,0,Sky,Argentina
495,home-stay,1.5,0,Hemorràgia Digestiva Aguda,Argentina
496,beach,4.5,0,Av. dels Ports d'Europa - Índic,Argentina
497,cultural-sites,2.5,0,Agencia Matrimonial Cosm,Argentina
498,lake,4,0,"Regesa Aparcaments,S.A. FERRAN REYES",Argentina
499,beach,4.5,0,"Villarroel - "" Hospital Clínic """,Argentina
500,scenic-view,4,0,Sardenya - Mallorca,Argentina
501,beach,4.5,0,Rehabilitació,Argentina
502,scenic-view,4,0,Nuria Palau Verdejo,Argentina
503,lake,5,0,Skinnium Centro Calle Cantabria,Argentina
504,cultural-sites,4.5,0,Mitre-Saragossa,Argentina
505,home-stay,3,0,La Fosca-Chafarinas,Argentina
506,bike-rides,4.5,0,Centro de Sexologia Nuria Jorba,Argentina
507,home-stay,1.5,0,Anestesiologia i Reanimació,Argentina
508,river-side,5,0,Marquès de Sentmenat - Equador,Argentina
509,lake,3,0,Camp Mnpal de futbol Vallbona,Argentina
510,lake,3,0,Escola d'Hosteleria i Turisme CETT Restaurant,Argentina
511,cultural-sites,2.5,0,Silvia Junquera_Centro EQUILIBRIUM,Argentina
512,cultural-sites,2.5,0,Juan Luis Bertrán Soler,Argentina
513,beach,3.5,0,Llar d'Infants El Tricicle,Argentina
514,hike,3,0,Clinica Sancho Villar SL,Argentina
515,adventure-sports,3,0,Farmacia Risco Urrraco,Argentina
516,river-side,2.5,0,CIMNE,Argentina
517,beach,4.5,0,Segura-Guadalquivir,Argentina
518,hill-station,2,0,The Benjamin Franklin International School,Argentina
519,lake,3,0,Clínica Vieira,Argentina
520,river-side,4.5,0,Gran Via Carles III-Travessera de les Corts,Argentina
521,hike,4,0,Lironda Films. S.C.P.,Argentina
522,beach,4.5,0,Farmacia 86,Argentina
523,home-stay,1,0,Farmacia Palomo Peiró,Argentina
524,river-side,2.5,0,Oficina de Correos,Argentina
525,national-parks,4.5,0,Centre EMAI,Argentina
526,lake,5,0,Parking Hospital Vall d'Hebrón,Argentina
527,adventure-sports,4,0,Alejandra Farrera Sabioncello,Argentina
528,hike,2,0,Delaordenpsicología,Argentina
529,hike,5,0,Eschenbach Optik SL,Argentina
530,world-heritage,5,0,Saninet,Argentina
531,bike-rides,3.5,0,Acupuntura Barcelona - Dr Victor Espiga,Argentina
532,river-side,2.5,0,Protein Supplies S.L.,Argentina
533,base-camp,4,0,Las Malqueridas,Argentina
534,national-parks,3,0,"Cartagena - "" Hospital de Sant Pau """,Argentina
535,mountain-view,4,0,Pl John F Kennedy,Argentina
536,tour,1,0,Pl Karl Marx,Argentina
537,river-side,2,0,Dr. Andreu Coret,Argentina
538,world-heritage,5,0,Asociacio Esportiva de Gracia,Argentina
539,adventure-sports,4,0,ETERN Centre Wellness,Argentina
540,lake,4,0,Spyros,Argentina
541,cultural-sites,5,0,Calvet Cervantes S.C.P.,Argentina
542,lake,5,0,Pl de la Tulipa-Traviata,Argentina
543,national-parks,3,0,Praga-Rda Guinardó,Argentina
544,cities,5,0,Juzgado de Instrucción N 9,Argentina
545,tour,4,0,Clinica Dental Stoma,Argentina
546,scenic-view,3.5,0,Atsico,Argentina
547,home-stay,2,0,Passeig de Valldaura - Guineueta,Argentina
548,bike-rides,4,0,Farmacia Cabezas Andreu,Argentina
549,lake,3.5,0,Baident,Argentina
550,hill-station,5,0,Farmacia Trías Banyeres,Argentina
551,hill-station,2,0,IDtrack,Argentina
552,remote-villages,3,0,Parking Kursaal,Argentina
553,river-side,2.5,0,Sor Eulàlia d' Anzizu-González Tablas,Argentina
554,world-heritage,5,0,Farmacia Cobo Mullor,Argentina
555,hill-station,3.5,0,Consulado de Canadá,Argentina
556,scenic-view,2.5,0,Parroquia de Sant Francesc de Sales,Argentina
557,remote-villages,2.5,0,Clínica del Pie,Argentina
558,national-parks,4.5,0,Clínica Dental Dr. Santiago Baños,Argentina
559,national-parks,3,0,Juan Saurina Torrent,Argentina
560,lake,3.5,0,Rambla de Prim-Cantàbria,Argentina
561,bike-rides,4.5,0,Centre Medic Trauma,Argentina
562,cultural-sites,5,0,Jorge Loscos Arenas,Argentina
563,national-parks,3,0,Instituts Dentals Barcelona,Argentina
564,home-stay,4.5,0,Farmacia La Maquinista,Argentina
565,beach,2,0,María Margarita Santiso López,Argentina
566,home-stay,2.5,0,Hemofília,Argentina
567,adventure-sports,5,0,"Pg. Colom - "" Cap. General """,Argentina
568,cultural-sites,4.5,0,Clínica Dental Lesseps,Argentina
569,scenic-view,4,0,María Isabel Marín Silvestre,Argentina
570,hill-station,3.5,0,Clínica Dental Portal de L'Angel,Argentina
571,honeymoon-destination,4.5,0,Centre Medic de Terapia Neural SL,Argentina
572,cities,5,0,Javier Martín Roger,Argentina
573,tour,3,0,Mitre - Muntaner,Argentina
574,remote-villages,4.5,0,Escola de Dansa Lina Corredor,Argentina
575,river-side,5,0,Farmacia Olle Guitart,Argentina
576,hike,2,0,FARMACIA COSTA MIRALBELL,Argentina
577,home-stay,1.5,0,Lisboa-Serrallonga,Argentina
578,scenic-view,4,0,Parroquia de la Purissima Concepció,Argentina
579,home-stay,5,0,Begoña esmoris,Argentina
580,honeymoon-destination,5,0,Joaquín Egea Vigueras y Cía C.B.,Argentina
581,hill-station,1,0,Pg. de la Vall d'Hebron - Av. Jordà,Argentina
582,cities,5,0,Javier Xuriguera Hernández,Argentina
583,national-parks,4.5,0,Av Diagonal-Rosselló,Argentina
584,home-stay,1.5,0,Calderón de la Barca - Llobregós,Argentina
585,beach,2.5,0,Muntaner-Londres,Argentina
586,home-stay,2.5,0,Oftalmologia,Argentina
587,lake,3,0,Administración Tributaria Horta,Argentina
588,beach,4.5,0,Centro Privado de Enseñanza Garbiñe,Argentina
589,cultural-sites,2.5,0,Kine Centro de Terapia Familiar,Argentina
590,home-stay,5,0,Alfonso Pantoja Vera,Argentina
591,honeymoon-destination,5,0,BAILA MI RITMO,Argentina
592,remote-villages,5,0,Farmacia Martín Mateo,Argentina
593,mountain-view,5,0,Centro Laparoscópico Dr. Ballesta,Argentina
594,world-heritage,3,0,Obra Religiosa Social,Argentina
595,hike,2,0,Farmàcia Torres,Argentina
596,beach,5,0,Movimiento Expresivo Barcelona,Argentina
597,adventure-sports,3,0,Psicología Integral,Argentina
598,lake,4,0,Cantàbria 82,Argentina
599,tour,3,0,Juan José Torrent Portabella,Argentina
600,lake,3,0,Clínica Planas,Argentina
601,world-heritage,5,0,Prosanitas SA,Argentina
602,tour,4,0,Torrent de Tapioles-Torre Vella,Argentina
603,home-stay,4,0,Rodrigo Caro-Artesania,Argentina
604,mountain-view,3,0,Ganduxer-Jardins del Doctor Roig,Argentina
605,adventure-sports,4,0,Oficina de Correos,Argentina
606,world-heritage,4,0,Registro de la Propiedad de Barcelona Nº 7,Argentina
607,scenic-view,3.5,0,Labortec Ortopedia,Argentina
608,cities,2.5,0,Av. Diagonal - Rambla del Poblenou,Argentina
609,beach,4.5,0,Foc-Cobalt,Argentina
610,cultural-sites,5,0,Escola de Dansa:Miren Viar,Argentina
611,world-heritage,5,0,Taxi Dancer,Argentina
612,scenic-view,3.5,0,Masajes,Argentina
613,river-side,2.5,0,Miret i Sans-Av d'Esplugues,Argentina
614,hill-station,1,0,Av de Vallcarca-Metro Penitents,Argentina
615,honeymoon-destination,5,0,Aquamarina,Argentina
616,cultural-sites,3.5,0,Pl Trilla,Argentina
617,adventure-sports,3,0,Els Vergós,Argentina
618,river-side,5,0,Rayo Optics SL,Argentina
619,national-parks,4.5,0,Farmacia Ranz Martí,Argentina
620,remote-villages,3,0,Farmacia Brillas Elías,Argentina
621,remote-villages,3,0,Ambulancias Barcelona SA,Argentina
622,river-side,4.5,0,Farmacia Loperena Abelló Giró Loperena,Argentina
623,cultural-sites,5,0,óptica Morató,Argentina
624,beach,2.5,0,Maruxa Hernando Martínez,Argentina
625,beach,3,0,Pablo Umbert Millet,Argentina
626,home-stay,3,0,Escola Antariana,Argentina
627,adventure-sports,5,0,Lepant - Av. Diagonal,Argentina
628,world-heritage,4,0,Ramon Trias Fargas-Torrevieja,Argentina
629,remote-villages,2,0,Acupuntura,Argentina
630,home-stay,3,0,Roquetas Veterinaria,Argentina
631,tour,2,0,Balenyà - Palau-solità,Argentina
632,home-stay,2,0,Via Júlia - Batllori,Argentina
633,adventure-sports,3,0,Farmacia Torres Castellá,Argentina
634,river-side,4.5,0,IES Front Marítim,Argentina
635,hike,2,0,Parking Romara,Argentina
636,adventure-sports,4,0,Col·legi Sant Marc de Sarrià,Argentina
637,adventure-sports,4.5,0,Colegio Público Pegaso,Argentina
638,lake,2,0,Centre de Telecomunicaciones de Catalunya,Argentina
639,scenic-view,3.5,0,Antakaranna-Maribel Alonso,Argentina
640,river-side,5,0,Tesir,Argentina
641,home-stay,4.5,0,Pg deTorras i Bages-Via Favència,Argentina
642,beach,3,0,Terapias para tu salud,Argentina
643,lake,4,0,Rambla de Guipúzcoa - Can Oliva,Argentina
644,adventure-sports,4.5,0,Centre d'Estudis Monlau,Argentina
645,home-stay,2,0,Via Júlia - Font d'en Canyelles,Argentina
646,beach,2,0,Clínica Dermatológica Campo-Optimage,Argentina
647,honeymoon-destination,3.5,0,Mercat de la Sagrada Família,Argentina
648,home-stay,5,0,Centre Veterinari Porta,Argentina
649,mountain-view,4,0,Saberis,Argentina
650,cultural-sites,4.5,0,EXIT,Argentina
651,remote-villages,5,0,Insorvet SL,Argentina
652,river-side,4.5,0,Travessera de Les Corts-Maternitat,Argentina
653,bike-rides,3.5,0,Balmes - Pelai,Argentina
654,river-side,2,0,Cottet Sol,Argentina
655,lake,3,0,Clínica Dental Vall Hebrón,Argentina
656,bike-rides,3,0,Ortopedia J. Ribas,Argentina
657,river-side,4,0,Asistencia Integral Oftalmologica S.L.P.,Argentina
658,mountain-climb,2.5,0,Clínica Dental Sf,Argentina
659,hill-station,4,0,Clínica Dental Dr. Caro S.L.,Argentina
660,national-parks,4.5,0,Fundación Ferrán Angulo de Psicología,Argentina
661,hill-station,2,0,Aula Campus d'Estiu,Argentina
662,adventure-sports,3,0,Via Augusta - Pau Alcover,Argentina
663,honeymoon-destination,5,0,Sagrada Família,Argentina
664,hike,2,0,Academia de Danza Oriental Munique Neith,Argentina
665,honeymoon-destination,3,0,Andrés Fernández Expósito,Argentina
666,river-side,2.5,0,Caserna del Bruc - UPC,Argentina
667,cultural-sites,3.5,0,Pare Jacint Alegre-Sant Cugat del Vallès,Argentina
668,home-stay,3.5,0,Farmacia Herrero Oliver,Argentina
669,remote-villages,4.5,0,Victoria Diagnostics SL,Argentina
670,cultural-sites,3,0,Escola Linus S.L.,Argentina
671,hill-station,2,0,Juzgado Social Nº 24,Argentina
672,cultural-sites,5,0,Farmacia Veciana Borrás,Argentina
673,adventure-sports,3,0,Dr Sergi Pedemonte Sarrias,Argentina
674,cities,4.5,0,Gran Via - Bac de Roda,Argentina
675,lake,5,0,Parroquia Sant Lluis Gonzaga,Argentina
676,home-stay,1.5,0,"S.i. Clar Optics,s.c.p.",Argentina
677,remote-villages,4.5,0,Pl Sanllehy,Argentina
678,lake,5,0,OPTICALIA JUMIR,Argentina
679,base-camp,3,0,FARMACIA SALSAS LEROY,Argentina
680,national-parks,3,0,Centre D Estudis Jordi Pujol,Argentina
681,trek,3,0,Barri de Sants,Argentina
682,home-stay,2.5,0,Programa de medicina molecular,Argentina
683,hike,2,0,Laboratori Dental Min,Argentina
684,home-stay,3.5,0,Encarnación Cabane Pesas,Argentina
685,honeymoon-destination,3.5,0,Marvident SLP,Argentina
686,national-parks,4.5,0,Centro Oftalmologico Arumi SL,Argentina
687,lake,2,0,CAP El Clot,Argentina
688,home-stay,3.5,0,Turó de La Trinitat-Ausona,Argentina
689,scenic-view,4,0,Salon Masajes Mallorca,Argentina
690,lake,3,0,Balmes - València,Argentina
691,remote-villages,4.5,0,Santuari - Font-rúbia,Argentina
692,adventure-sports,2.5,0,Ilustre Colegio Abogados Barcelona,Argentina
693,remote-villages,5,0,Camí dels Àngels,Argentina
694,cities,5,0,Oficina de Correos,Argentina
695,cultural-sites,2.5,0,Datura,Argentina
696,national-parks,4.5,0,Anna Boixadera de la Cruz,Argentina
697,cities,5,0,Numància,Argentina
698,hill-station,1,0,Pg. Sant Gervasi - Roman Macaya,Argentina
699,beach,5,0,Cruz Roja Española,Argentina
700,bike-rides,3.5,0,Clínica Dental Gran Vía 1025,Argentina
701,river-side,5,0,Av. Diagonal - Plaça Reina Maria Cristina,Argentina
702,hike,3,0,Farmacia Casanova91,Argentina
703,hill-station,1,0,Josep M Jujol-August Font,Argentina
704,honeymoon-destination,4.5,0,Femcultura,Argentina
705,mountain-climb,3.5,0,Monte,Argentina
706,adventure-sports,5,0,Optica Oliver,Argentina
707,bike-rides,4.5,0,Metro Tetuan,Argentina
708,home-stay,3.5,0,Farmacia Pagés Masdeu,Argentina
709,hill-station,1,0,Vallpar-Josep M Jujol,Argentina
710,beach,4.5,0,Escenes Psicoteràpia,Argentina
711,beach,4.5,0,Farmacia Camprubí Gual,Argentina
712,river-side,4,0,BICIMETROBIKE,Argentina
713,remote-villages,2,0,Pl Catalana-Amílcar,Argentina
714,beach,4,0,Centre Veterinari Badal,Argentina
715,remote-villages,2,0,Parroquia Mare de Deu de Montserrat,Argentina
716,hill-station,4,0,Farmacia Gobern Pedrola,Argentina
717,remote-villages,5,0,Castellbisbal-Sta Rosalía,Argentina
718,beach,3.5,0,Sants-Gayarre,Argentina
719,hike,4,0,Zen Tantra,Argentina
720,national-parks,3,0,Pau Claris-Rosselló,Argentina
721,mountain-view,2,0,Col·legi de Metges de Barcelona,Argentina
722,world-heritage,4,0,Registro de la Propiedad de Barcelona Nº 21,Argentina
723,river-side,5,0,Av Diagonal-Av Joan XXIII,Argentina
724,bike-rides,4,0,Foresem SA,Argentina
725,world-heritage,2,0,Marina - Ramon Turró,Argentina
726,honeymoon-destination,3,0,Farmacia Pérez,Argentina
727,national-parks,3,0,Sant Antoni Maria Claret - Padilla,Argentina
728,beach,3,0,CEIP Mallorca,Argentina
729,cultural-sites,3,0,EstarBe,Argentina
730,cultural-sites,3.5,0,Escola Pública Pau Casals Gracia,Argentina
731,national-parks,3,0,Farmacia Sardenya 487,Argentina
732,cities,5,0,Centro Privado de Enseñanza Miro,Argentina
733,bike-rides,4,0,INVALCOR S.L,Argentina
734,remote-villages,3,0,Francesc Alegre,Argentina
735,national-parks,4.5,0,Thalia Salud y Prevención,Argentina
736,remote-villages,3,0,Farmacia Ldo Jesús Carlos Gómez,Argentina
737,mountain-climb,5,0,Farmacia Gallardo Villa,Argentina
738,remote-villages,4.5,0,Garage Canigó,Argentina
739,river-side,4.5,0,Escuela el Almacén de Domingo Rey,Argentina
740,scenic-view,4,0,Instituto de Hipnosis,Argentina
741,mountain-view,4,0,Craywinckel-Hurtado,Argentina
742,beach,4.5,0,Agencia Estatal de Administración Tributaria,Argentina
743,remote-villages,5,0,Arnold Schönberg-Av del Coll del Portell,Argentina
744,honeymoon-destination,5,0,BAILONGU,Argentina
745,cities,4.5,0,Onllyorto S.L.,Argentina
746,base-camp,4,0,Fraternidad de la Comunidad del Cordero,Argentina
747,beach,3.5,0,Farmacia Quintana Quer,Argentina
748,cities,4.5,0,Farmacia Juan José Plana,Argentina
749,river-side,5,0,Av. Sant Ramon Nonat - Cardenal Reig,Argentina
750,bike-rides,4,0,ACUPUNTURA BARCELONA - BALANCED LIVING,Argentina
751,scenic-view,4,0,Doctores Serrat,Argentina
752,lake,3.5,0,Av. Meridiana - Navas de Tolosa,Argentina
753,remote-villages,3,0,Garriga i Roca-Av Mare de Déu de Montserrat,Argentina
754,home-stay,2.5,0,Teresa Sibina Tomás,Argentina
755,scenic-view,4,0,Av Diagonal-Roger de Flor,Argentina
756,honeymoon-destination,4.5,0,Llevadonas,Argentina
757,honeymoon-destination,3.5,0,Optica Barcelona Op,Argentina
758,base-camp,5,0,Pla del Palau,Argentina
759,scenic-view,4,0,Farmàcia Carles Riba,Argentina
760,lake,5,0,Lilà-Júpiter,Argentina
761,river-side,5,0,Av de Pedralbes-Pg dels Til·lers,Argentina
762,hill-station,2,0,Juzgado Social Nº 22,Argentina
763,adventure-sports,5,0,Escola Ramon Llull,Argentina
764,remote-villages,2,0,Gran Vista-Font d'En Fargas,Argentina
765,river-side,4,0,Nebulfarma S.L.,Argentina
766,river-side,3,0,Farmacia Busquets Recasens,Argentina
767,river-side,4,0,María Pilar Cobo Simó,Argentina
768,home-stay,3.5,0,Mireia-Ausona,Argentina
769,world-heritage,3,0,Centro de Psicología Bennu,Argentina
770,river-side,3.5,0,Pitu Diving Team,Argentina
771,remote-villages,5,0,Colegio Público L'Olivera,Argentina
772,river-side,5,0,Gran Via Carles III-Numància,Argentina
773,base-camp,5,0,José Antonio Castillo Muñoz,Argentina
774,mountain-climb,5,0,Farmacia Guerrero Agustí,Argentina
775,tour,3,0,Pilar Pont Vicens,Argentina
776,cities,5,0,Consell de Cent - Av. Meridiana,Argentina
777,bike-rides,4.5,0,Dental Claris,Argentina
778,river-side,4.5,0,Av Madrid-Arizala,Argentina
779,world-heritage,3,0,Gaspar Salinas Ramón,Argentina
780,lake,3.5,0,Rambla Guipúzcoa - <M> La Pau,Argentina
781,cultural-sites,2.5,0,Pg de Santa Madrona-Font del Gat,Argentina
782,home-stay,1,0,Colegio San Fernando SL,Argentina
783,scenic-view,2.5,0,Fundació de Salut Mental Cpb,Argentina
784,scenic-view,3.5,0,Dominicas de la Enseñanza de la Inmaculada,Argentina
785,cultural-sites,5,0,Espaidó,Argentina
786,cultural-sites,5,0,Teresa Vilas Grau,Argentina
787,lake,3,0,Institut de la Macula I la Retina S.l.,Argentina
788,adventure-sports,4,0,Fundació Privada Agencia I Mediacio Comercial,Argentina
789,cultural-sites,2.5,0,Balmespi SL,Argentina
790,beach,3,0,Ana Cases Regany,Argentina
791,beach,2,0,Iglesia Adventista del Séptimo Día - Urgell,Argentina
792,home-stay,4.5,0,Oficina de Correos,Argentina
793,river-side,4.5,0,Farmacia Salto Valles,Argentina
794,remote-villages,2.5,0,FARMACIA CENTRAL CV,Argentina
795,rivers,4,0,Estació del Nord,Argentina
796,bike-rides,5,0,Josefa Ferrer Vila,Argentina
797,home-stay,1.5,0,Farmacia Rosón Pérez,Argentina
798,mountain-climb,3.5,0,Facultad de Ciencias de la Comunicación Blanquerna de la Universidad Ramón Llull,Argentina
799,hill-station,5,0,Barcelona-Arc de Triomf,Argentina
800,adventure-sports,4.5,0,EIM Dental SL,Argentina
801,beach,3.5,0,Mossèn Amadeu Oller-Gran Via,Argentina
802,hike,3,0,Procurador Tribunales Jesús De Albert,Argentina
803,scenic-view,3.5,0,barcelona-osteopatia,Argentina
804,bike-rides,3.5,0,Pl Universitat,Argentina
805,hill-station,3.5,0,Barcelona Quiropractic,Argentina
806,hike,2,0,Enrique Pou Cortadellas,Argentina
807,world-heritage,3,0,Dharmapala,Argentina
808,adventure-sports,4,0,Farmacia Cercavins Font,Argentina
809,home-stay,2,0,Antonio Ortega Soriano,Argentina
810,hill-station,5,0,Pg del Grèvol-Pg del Pi Forcat,Argentina
811,bike-rides,4.5,0,Associació Coordinadora per a l'Ancianitat,Argentina
812,river-side,2.5,0,Llull-Bac de Roda,Argentina
813,beach,2.5,0,Eduardo Alvaro Martínez Alvarez,Argentina
814,river-side,4,0,Berlín-Numància,Argentina
815,cultural-sites,4.5,0,Clinica Dental i d'Ortodoncia AGUILAR,Argentina
816,mountain-climb,4,0,Farmacia Lasmarias,Argentina
817,bike-rides,4,0,Pg de Gràcia-Consell de Cent,Argentina
818,beach,4.5,0,Xemeneia,Argentina
819,river-side,4,0,Obra de Integración Social,Argentina
820,remote-villages,2,0,CEIP ESCOLA PARC DEL GUINARDO,Argentina
821,remote-villages,5,0,Parroquia Mare de Deu del Mont Carmel,Argentina
822,cities,4.5,0,Escuela de Educación Infantil Kidsco Glorias,Argentina
